"","ID","SEX","DOB_MONTH","DOB_DAY","DOB_YEAR","REGOFF","STATE"
"77",8190,"F",2,17,6,31,3
"78",8203,"M",5,13,11,31,3
"79",8357,"F",6,24,12,31,3
"80",10253,"F",9,13,1,31,3
"81",10361,"M",12,6,16,31,3
"82",10433,"F",7,1,18,31,3
"83",10479,"M",8,22,17,31,3
"84",10647,"F",12,27,18,31,37
"85",10659,"F",2,18,18,31,3
"86",10774,"M",4,6,14,31,3
"87",10846,"F",5,4,9,31,3
"88",10878,"F",3,6,10,31,6
"89",10928,"F",5,12,18,31,3
"90",11080,"M",2,18,0,31,3
"91",11140,"M",12,1,18,31,43
"92",11163,"M",1,16,19,31,3
"93",11206,"F",10,20,18,31,3
"94",11273,"F",6,27,15,31,3
"95",11331,"M",4,11,7,31,3
"96",11399,"F",12,9,15,31,3
"97",11537,"F",12,14,16,31,3
"98",11611,"M",9,19,11,31,3
"99",11849,"M",12,2,16,31,53
"100",11856,"F",6,13,13,31,7
"101",11880,"F",3,14,14,31,3
"102",12049,"M",2,2,15,31,6
"103",12061,"F",9,11,17,31,3
"104",12079,"F",4,12,95,31,6
"105",12143,"F",12,29,16,31,6
"106",12193,"F",1,10,10,31,37
"107",12264,"F",1,25,14,31,37
"108",12431,"F",12,7,9,31,3
"109",12527,"M",3,20,16,31,3
"110",12546,"F",3,25,15,31,6
"111",12575,"F",2,28,11,31,3
"112",12602,"F",2,25,95,31,6
"113",12603,"F",8,19,7,31,3
"114",12620,"F",3,15,18,31,3
"115",12635,"M",7,1,15,31,6
"116",12642,"F",4,30,12,31,3
"117",12653,"F",7,27,13,31,3
"118",12657,"F",4,24,12,31,6
"119",12725,"F",10,1,16,31,3
"120",12818,"M",9,21,9,31,6
"121",12820,"M",9,26,17,31,3
"122",12862,"M",6,29,9,31,3
"123",13036,"M",12,6,13,31,3
"124",13088,"M",8,14,17,31,3
"125",13108,"F",11,22,18,31,3
"126",13171,"F",1,29,15,31,6
"127",13185,"M",4,18,17,31,3
"128",13268,"F",9,14,11,31,3
"129",13298,"F",12,16,13,31,3
"130",13353,"F",3,4,18,31,37
"131",13397,"M",6,25,17,31,3
"132",13431,"M",7,17,18,31,3
"133",13458,"F",6,17,17,31,3
"134",13580,"F",6,15,18,31,6
"135",13640,"F",6,24,14,31,3
"136",13740,"M",10,9,11,31,3
"137",13741,"F",3,28,15,31,3
"138",13905,"M",2,20,19,31,3
"139",14036,"F",3,14,94,31,3
"140",14062,"F",1,18,11,31,3
"141",14091,"M",7,2,17,31,3
"142",14162,"F",5,1,13,31,3
"143",14219,"M",8,22,17,31,3
"144",14308,"F",5,21,4,31,3
"145",14342,"M",2,23,12,31,3
"146",14453,"F",10,16,14,31,3
"147",14565,"F",11,19,11,31,3
"148",14598,"F",5,5,12,31,3
"149",14675,"M",10,20,18,31,3
"150",14725,"M",2,11,14,31,3
"151",14767,"M",5,11,12,31,28
"152",14833,"F",12,2,18,31,3
"153",15150,"F",6,23,12,31,3
"154",15540,"F",1,6,18,31,6
"155",15918,"M",4,23,18,31,3
"156",16254,"M",11,11,17,31,53
"157",16872,"F",3,16,9,31,53
"158",17437,"F",1,28,13,31,37
"159",17465,"F",8,25,11,31,37
"160",17596,"M",2,1,14,31,3
"161",17774,"F",8,31,13,31,5
"162",17911,"F",7,3,10,31,37
"163",17912,"M",3,11,14,31,38
"164",17922,"F",7,20,18,31,37
"165",17926,"F",8,18,12,31,37
"166",17930,"F",3,27,98,31,37
"167",17935,"F",7,22,16,31,37
"168",17938,"F",9,4,13,31,37
"169",17950,"M",6,1,16,31,6
"170",17962,"F",7,22,89,31,37
"171",17992,"M",4,15,11,31,37
"172",17993,"M",1,29,0,31,37
"173",17995,"M",6,6,12,31,37
"174",17996,"F",7,30,11,31,3
"175",17999,"F",6,30,7,31,37
"176",18006,"M",1,12,8,31,37
"177",18007,"M",6,2,15,31,37
"178",18014,"F",5,7,17,31,37
"179",18016,"F",5,2,9,31,37
"180",18021,"F",12,24,16,31,37
"181",18024,"M",9,21,18,31,37
"182",18026,"M",1,8,17,31,3
"183",18034,"F",12,1,17,31,37
"184",18037,"M",5,4,12,31,37
"185",18058,"M",8,28,17,31,37
"186",18060,"F",10,12,9,31,37
"187",18072,"M",8,27,5,31,37
"188",18079,"F",7,30,4,31,37
"189",18088,"F",6,13,18,31,3
"190",18094,"M",1,27,18,31,37
"191",18095,"F",8,20,3,31,37
"192",18097,"F",1,20,4,31,37
"193",18106,"M",2,19,19,31,37
"194",18174,"F",12,21,17,31,37
"195",18177,"F",6,20,18,31,37
"196",18636,"F",4,27,8,31,37
"197",18688,"M",12,15,15,31,3
"198",18859,"F",11,24,15,31,6
"199",18868,"F",4,2,6,31,6
"200",18877,"M",1,5,12,31,37
"201",18930,"F",11,8,17,31,45
"202",18940,"F",6,29,6,31,37
"203",19081,"M",7,10,17,31,3
"204",19364,"F",1,31,2,31,6
"205",19522,"M",12,5,16,31,3
"206",19594,"F",3,22,11,31,3
"207",19623,"F",11,28,9,31,37
"208",19696,"F",6,17,7,31,6
"209",19767,"F",2,6,10,31,45
"210",19854,"F",6,4,13,31,3
"211",19875,"M",12,1,17,31,3
"212",19890,"F",9,8,13,31,3
"213",19985,"F",3,10,5,31,28
"214",20013,"M",5,5,18,31,27
"215",20020,"F",3,8,18,31,3
"216",20232,"F",10,31,6,31,3
"217",20262,"F",4,17,6,31,17
"218",20272,"M",4,1,17,31,53
"219",20276,"F",5,28,15,31,3
"220",20318,"F",7,31,18,31,28
"221",20363,"M",11,30,18,31,17
"222",20384,"M",7,1,8,31,3
"223",20402,"M",3,29,6,31,3
"224",20413,"F",12,29,10,31,53
"225",20417,"M",2,3,8,31,6
"226",20420,"M",11,18,18,31,3
"227",20427,"F",5,10,14,31,3
"228",20439,"F",11,27,11,31,53
"229",20443,"F",8,24,11,31,3
"230",20457,"M",4,23,18,31,6
"231",20476,"M",4,1,12,31,28
"232",20480,"F",10,25,18,31,3
"233",20516,"F",6,5,17,31,3
"234",20521,"F",7,14,17,31,3
"235",20544,"F",2,18,8,31,3
"236",20550,"F",5,16,10,31,37
"237",20625,"F",7,7,18,31,3
"238",20641,"M",10,18,14,31,3
"239",20686,"M",7,12,15,31,6
"240",20771,"F",7,26,16,31,3
"241",20840,"M",11,20,17,31,3
"242",20867,"M",5,1,11,31,3
"243",20885,"M",10,17,11,31,6
"244",21061,"M",1,5,18,31,3
"245",21077,"F",5,11,7,31,3
"246",21098,"M",8,25,12,31,3
"247",21110,"F",3,25,11,31,3
"248",21111,"F",10,18,98,31,6
"249",21155,"M",10,25,10,31,17
"250",21164,"F",5,27,16,31,46
"251",21404,"M",7,17,17,31,3
"252",21429,"M",7,5,17,31,35
"253",21431,"M",5,7,14,31,35
"254",21432,"F",8,1,16,31,35
"255",21435,"M",8,12,17,31,35
"256",21436,"F",5,18,14,31,35
"257",21437,"M",9,1,15,31,35
"258",21438,"F",10,14,17,31,35
"259",21442,"F",1,19,18,31,28
"260",21446,"M",9,27,17,31,35
"261",21448,"F",8,1,5,31,50
"262",21450,"F",3,7,4,31,35
"263",21454,"F",2,23,96,31,35
"264",21459,"M",10,27,15,31,35
"265",21464,"M",7,19,12,31,35
"266",21465,"F",1,2,18,31,35
"267",21466,"M",7,9,17,31,35
"268",21467,"F",12,30,11,31,35
"269",21469,"M",1,23,99,31,35
"270",21470,"F",2,26,5,31,35
"271",21474,"F",3,7,1,31,35
"272",21475,"F",11,22,12,31,35
"273",21476,"F",12,25,14,31,35
"274",21477,"F",12,3,15,31,35
"275",21479,"F",3,9,15,31,35
"276",21480,"M",1,16,18,31,35
"277",21481,"F",3,30,17,31,35
"278",21482,"M",6,27,17,31,35
"279",21483,"M",12,13,18,31,35
"280",21486,"M",2,12,16,31,3
"281",21487,"F",9,17,17,31,35
"282",21490,"M",4,7,17,31,35
"283",21491,"F",9,25,12,31,35
"284",21495,"F",7,17,12,31,35
"285",21498,"F",8,20,14,31,35
"286",21501,"M",2,9,14,31,35
"287",21502,"M",9,24,18,31,35
"288",21505,"M",5,3,14,31,35
"289",21509,"F",8,15,12,31,35
"290",21510,"M",8,7,11,31,35
"291",21514,"F",9,17,17,31,35
"292",21524,"F",5,10,7,31,35
"293",21531,"F",7,17,18,31,6
"294",21534,"M",5,22,97,31,53
"295",21535,"F",6,10,4,31,53
"296",21551,"F",1,20,17,31,3
"297",21552,"M",10,17,13,31,3
"298",21565,"F",7,12,7,31,28
"299",21571,"M",5,17,13,31,53
"300",21578,"F",9,24,18,31,6
"301",21579,"M",1,7,13,31,28
"302",21580,"M",12,13,16,31,28
"303",21581,"F",5,6,17,31,28
"304",21583,"F",8,24,5,31,28
"305",21586,"F",8,13,3,31,28
"306",21590,"F",5,18,17,31,28
"307",21596,"F",1,31,5,31,28
"308",21598,"M",10,18,17,31,28
"309",21601,"M",5,26,13,31,28
"310",21607,"F",1,24,19,31,28
"311",21611,"F",4,27,94,31,28
"312",21614,"M",12,24,5,31,28
"313",21615,"F",7,31,18,31,28
"314",21617,"F",8,17,9,31,28
"315",21624,"F",10,2,18,31,6
"316",21626,"F",2,6,7,31,28
"317",21637,"F",12,2,14,31,6
"318",21638,"F",3,22,19,31,46
"319",21639,"F",5,28,18,31,28
"320",21647,"F",1,10,14,31,3
"321",21649,"F",9,4,18,31,28
"322",21650,"M",3,25,13,31,28
"323",21656,"F",3,1,18,31,28
"324",21658,"F",4,8,18,31,28
"325",21660,"F",11,12,9,31,28
"326",21661,"F",7,10,8,31,6
"327",21671,"F",4,13,13,31,28
"328",21672,"F",4,17,14,31,28
"329",21673,"F",9,19,2,31,28
"330",21677,"F",6,23,13,31,28
"331",21678,"F",11,16,7,31,28
"332",21682,"M",10,20,17,31,28
"333",21685,"M",8,5,11,31,28
"334",21690,"M",6,1,18,31,3
"335",21696,"F",2,18,18,31,28
"336",21697,"F",10,2,18,31,53
"337",21702,"F",10,13,2,31,3
"338",21710,"F",1,21,17,31,28
"339",21712,"M",7,9,13,31,28
"340",21717,"M",10,29,16,31,28
"341",21719,"F",12,3,9,31,53
"342",21730,"F",11,8,3,31,28
"343",21732,"M",10,24,5,31,28
"344",21734,"M",1,14,17,31,28
"345",21735,"F",3,28,11,31,28
"346",21737,"M",2,17,11,31,28
"347",21738,"F",7,16,9,31,28
"348",21740,"M",4,30,5,31,28
"349",21744,"F",6,19,18,31,28
"350",21747,"F",8,19,6,31,28
"351",21755,"F",1,31,11,31,28
"352",21759,"F",9,26,98,31,28
"353",21765,"F",7,22,17,31,28
"354",21769,"F",2,11,19,31,28
"355",21772,"F",11,29,96,31,28
"356",21777,"F",12,4,6,31,28
"357",21782,"F",1,4,12,31,28
"358",21783,"F",3,18,16,31,28
"359",21787,"M",12,7,8,31,28
"360",21789,"M",7,30,14,31,28
"361",21793,"F",9,17,17,31,28
"362",21796,"F",3,2,14,31,28
"363",21797,"M",1,29,4,31,28
"364",21798,"F",9,23,8,31,28
"365",21802,"M",12,21,6,31,28
"366",21803,"M",9,5,5,31,28
"367",21843,"M",5,8,12,31,3
"368",21860,"F",10,10,13,31,4
"369",21864,"M",6,4,6,31,6
"370",21897,"F",5,9,12,31,6
"371",21922,"F",11,13,18,31,3
"372",21927,"F",12,6,9,31,17
"373",21945,"M",4,20,17,31,53
"374",21951,"F",7,24,17,31,6
"375",21966,"F",7,13,17,31,37
"376",22042,"F",7,27,12,31,35
"377",22046,"F",10,11,18,31,35
"378",22089,"F",5,1,18,31,3
"379",22145,"F",6,13,14,31,46
"380",22171,"M",5,12,12,31,46
"381",22199,"F",8,3,13,31,46
"382",22212,"F",7,10,18,31,46
"383",22221,"F",4,21,7,31,6
"384",22230,"M",3,30,11,31,53
"385",22236,"M",1,6,14,31,53
"386",22239,"F",9,26,14,31,53
"387",22245,"M",8,14,15,31,6
"388",22247,"F",12,16,11,31,3
"389",22248,"F",3,10,19,31,53
"390",22250,"F",2,9,19,31,53
"391",22253,"F",7,12,15,31,53
"392",22256,"F",2,4,16,31,53
"393",22257,"F",11,7,11,31,53
"394",22258,"F",10,12,16,31,53
"395",22259,"F",2,6,7,31,53
"396",22268,"F",9,15,8,31,53
"397",22273,"F",7,18,7,31,53
"398",22276,"F",11,15,9,31,53
"399",22278,"F",5,16,3,31,53
"400",22291,"M",9,11,12,31,6
"401",22295,"F",1,9,18,31,6
"402",22303,"F",2,10,12,31,6
"403",22312,"M",10,30,7,31,28
"404",22322,"M",1,24,16,31,37
"405",22326,"F",7,7,18,31,6
"406",22328,"M",10,28,11,31,6
"407",22333,"M",11,3,9,31,6
"408",22335,"F",6,6,12,31,3
"409",22338,"M",10,13,14,31,6
"410",22339,"F",11,20,10,31,6
"411",22341,"F",12,24,18,31,53
"412",22343,"F",1,21,12,31,53
"413",22344,"F",7,11,17,31,53
"414",22358,"M",9,17,12,31,3
"415",22362,"F",9,23,1,31,6
"416",22370,"M",7,18,16,31,6
"417",22373,"F",10,28,15,31,6
"418",22376,"M",3,30,9,31,6
"419",22380,"M",12,3,16,31,37
"420",22382,"M",6,24,17,31,53
"421",22383,"M",4,16,15,31,3
"422",22385,"F",7,16,12,31,6
"423",22389,"F",5,14,6,31,6
"424",22390,"F",2,1,8,31,6
"425",22392,"F",5,3,99,31,3
"426",22399,"M",1,11,4,31,6
"427",22404,"M",6,27,17,31,6
"428",22405,"M",11,26,18,31,6
"429",22406,"F",5,2,18,31,3
"430",22407,"F",5,19,17,31,6
"431",22412,"M",7,1,12,31,53
"432",22415,"F",4,10,17,31,6
"433",22416,"F",8,11,18,31,6
"434",22423,"F",6,4,5,31,6
"435",22429,"F",12,1,12,31,6
"436",22435,"F",4,11,17,31,3
"437",22458,"M",11,9,2,31,6
"438",22475,"F",12,16,18,31,3
"439",22478,"F",9,19,17,31,3
"440",22480,"F",9,28,3,31,3
"441",22484,"F",6,28,16,31,3
"442",22486,"M",4,5,15,31,3
"443",22487,"F",6,14,12,31,3
"444",22491,"M",3,5,17,31,3
"445",22492,"M",1,9,15,31,3
"446",22494,"F",6,1,16,31,3
"447",22495,"M",7,21,3,31,3
"448",22497,"F",9,20,88,31,3
"449",22499,"M",12,30,17,31,3
"450",22500,"F",12,9,12,31,3
"451",22512,"M",5,31,18,31,3
"452",22517,"F",9,22,99,31,3
"453",22518,"F",10,15,11,31,3
"454",22519,"F",12,17,13,31,3
"455",22523,"F",3,27,19,31,3
"456",22524,"F",7,31,9,31,3
"457",22528,"F",4,27,7,31,3
"458",22530,"F",4,24,1,31,3
"459",22537,"F",3,26,16,31,3
"460",22543,"M",12,16,18,31,3
"461",22544,"F",3,2,18,31,3
"462",22548,"M",3,11,18,31,3
"463",22559,"F",12,11,3,31,3
"464",22560,"F",9,28,18,31,3
"465",22561,"F",4,13,17,31,3
"466",22570,"F",3,13,18,31,3
"467",22581,"F",2,10,98,31,3
"468",22586,"M",4,30,13,31,46
"469",22588,"F",2,7,19,31,46
"470",22591,"M",8,27,13,31,46
"471",22592,"M",3,7,13,31,3
"472",22593,"F",7,29,14,31,46
"473",22597,"M",4,15,18,31,46
"474",22598,"F",9,28,13,31,46
"475",22600,"M",10,7,16,31,46
"476",22603,"M",6,24,14,31,46
"477",22606,"M",11,10,8,31,46
"478",22607,"F",3,8,19,31,46
"479",22609,"F",4,12,4,31,46
"480",22610,"F",3,11,19,31,46
"481",22612,"F",5,24,99,31,46
"482",22617,"F",6,15,18,31,46
"483",22618,"F",2,21,9,31,46
"484",22619,"F",7,16,10,31,46
"485",22621,"F",7,11,10,31,46
"486",22623,"F",2,2,10,31,46
"487",22624,"F",2,22,13,31,46
"488",22628,"M",4,20,17,31,46
"489",22630,"F",11,23,11,31,46
"490",22635,"F",3,14,3,31,46
"491",22636,"F",6,4,15,31,46
"492",22641,"M",8,21,18,31,46
"493",22645,"F",7,31,17,31,46
"494",22646,"M",3,13,13,31,46
"495",22650,"F",12,15,96,31,46
"496",22654,"F",9,16,9,31,46
"497",22655,"M",1,18,16,31,46
"498",22656,"F",4,18,17,31,46
"499",22659,"F",2,21,14,31,46
"500",22660,"F",10,8,15,31,46
"501",22662,"F",4,25,11,31,46
"502",22663,"M",8,20,16,31,46
"503",22667,"M",1,12,18,31,46
"504",22670,"M",1,17,17,31,46
"505",22673,"M",9,12,17,31,46
"506",22674,"F",3,14,97,31,46
"507",22675,"M",7,23,16,31,46
"508",22676,"M",8,13,6,31,46
"509",22678,"M",1,29,11,31,46
"510",22679,"M",8,29,18,31,46
"511",22680,"M",7,5,15,31,46
"512",22682,"F",1,9,16,31,46
"513",22684,"F",5,31,18,31,46
"514",22686,"F",11,8,14,31,46
"515",22689,"M",11,25,11,31,46
"516",22690,"F",6,13,9,31,46
"517",22693,"F",4,12,4,31,46
"518",22698,"F",3,5,13,31,46
"519",22699,"F",2,4,14,31,46
"520",22703,"F",9,28,17,31,46
"521",22704,"F",2,28,19,31,46
"522",22705,"M",11,21,14,31,46
"523",22707,"F",1,23,16,31,3
"524",22760,"M",8,11,15,31,5
"525",22890,"F",12,11,4,31,3
"526",22903,"F",1,26,15,31,53
"527",22911,"M",4,21,6,31,3
"528",23029,"F",10,16,16,31,27
"529",23053,"M",2,24,12,31,28
"530",23072,"F",8,24,7,31,5
"531",23127,"M",8,18,17,31,53
"532",23139,"F",4,26,17,31,3
"533",23256,"F",5,6,9,31,3
"534",23527,"M",1,17,8,31,3
"535",23540,"F",11,4,0,31,46
"536",23576,"F",10,8,10,31,6
"537",23588,"M",12,30,11,31,3
"538",23639,"M",5,29,18,31,3
"539",23708,"F",12,11,9,31,3
"540",23746,"F",7,16,11,31,3
"541",23748,"F",7,14,13,31,3
"542",23758,"M",4,9,16,31,3
"543",23769,"F",8,31,9,31,5
"544",23806,"F",6,26,12,31,37
"545",23831,"F",9,5,13,31,6
"546",23833,"F",6,25,5,31,3
"547",23839,"M",11,26,17,31,3
"548",23872,"F",3,3,16,31,28
"549",23893,"F",11,3,18,31,5
"550",23901,"F",6,28,17,31,46
"551",23936,"F",12,23,16,31,17
"552",23952,"F",1,14,7,31,3
"553",23955,"F",10,13,13,31,3
"554",23975,"F",3,29,14,31,5
"555",23976,"M",3,26,18,31,3
"556",23977,"M",9,14,11,31,3
"557",24045,"M",12,13,18,31,3
"558",24076,"F",8,30,16,31,6
"559",24141,"F",4,7,5,31,3
"560",24147,"M",12,4,17,31,46
"561",24189,"M",4,19,18,31,3
"562",24243,"M",6,6,17,31,3
"563",24248,"F",11,17,14,31,35
"564",24338,"F",6,18,17,31,3
"565",24364,"F",6,6,15,31,53
"566",24384,"M",8,8,11,31,3
"567",24394,"F",11,3,14,31,3
"568",24395,"M",11,17,13,31,3
"569",24414,"M",2,4,13,31,3
"570",24432,"F",2,24,8,31,3
"571",24447,"M",7,26,14,31,3
"572",24499,"F",11,11,6,31,46
"573",24559,"M",12,22,10,31,3
"574",24699,"F",2,19,19,31,46
"575",24700,"M",5,17,18,31,46
"576",24706,"M",12,15,17,31,3
"577",24711,"M",2,15,18,31,3
"578",24717,"M",9,27,6,31,53
"579",24751,"F",8,6,14,31,53
"580",24812,"F",12,31,14,31,3
"581",24861,"F",4,2,4,31,46
"582",24888,"F",3,1,17,31,6
"583",24925,"F",6,15,17,31,3
"584",25160,"M",10,1,12,31,3
"585",25219,"M",4,16,17,31,6
"586",25299,"F",4,3,17,31,6
"587",25310,"M",4,14,14,31,53
"588",25314,"M",11,25,17,31,46
"589",25374,"F",3,19,19,31,3
"590",25391,"M",6,11,16,31,3
"591",25476,"F",5,23,20,31,46
"592",25482,"M",8,16,20,31,3
"593",25521,"F",4,25,19,31,3
"594",25558,"M",4,11,21,31,6
"595",25622,"F",3,7,20,31,3
"596",25739,"F",3,10,23,31,37
"597",25744,"M",3,7,21,31,3
"598",25746,"M",8,29,21,31,50
"599",25800,"M",6,14,20,31,3
"600",25851,"M",12,18,21,31,3
"601",25969,"F",8,10,22,31,5
"602",26091,"M",11,29,20,31,3
"603",26104,"F",2,26,20,31,3
"604",26110,"F",7,1,21,31,3
"605",26137,"M",7,29,21,31,3
"606",26213,"M",5,20,19,31,37
"607",26312,"M",11,16,19,31,3
"608",26458,"M",1,13,21,31,3
"609",26488,"F",5,25,20,31,53
"610",26703,"F",11,2,19,31,3
"611",27318,"M",4,10,20,31,3
"612",27338,"F",5,25,21,31,3
"613",27339,"F",1,5,21,31,6
"614",27364,"F",11,9,22,31,3
"615",27417,"M",8,15,20,31,3
"616",27546,"F",5,28,22,31,3
"617",27562,"F",4,7,22,31,3
"618",27595,"F",10,18,22,31,3
"619",27720,"F",9,6,21,31,3
"620",27725,"M",3,16,22,31,3
"621",27829,"F",11,25,20,31,3
"622",27858,"M",3,28,23,31,3
"623",27955,"M",4,8,20,31,46
"624",27966,"M",9,2,20,31,3
"625",27984,"M",5,14,22,31,44
"626",28021,"F",10,4,20,31,3
"627",28090,"F",10,28,19,31,3
"628",28112,"M",11,11,19,31,3
"629",28316,"M",1,5,20,31,3
"630",28433,"F",1,26,22,31,37
"631",28454,"M",1,10,22,31,6
"632",28783,"F",7,15,19,31,17
"633",28789,"M",8,5,19,31,3
"634",28790,"M",12,6,20,31,37
"635",28809,"M",5,30,21,31,37
"636",28815,"M",9,21,21,31,53
"637",28817,"M",2,25,23,31,37
"638",28822,"F",4,12,19,31,37
"639",29059,"F",9,26,22,31,6
"640",29139,"F",3,18,20,31,3
"641",29162,"M",1,8,22,31,3
"642",29209,"M",12,21,22,31,3
"643",29221,"F",7,19,19,31,3
"644",29238,"M",5,12,20,31,3
"645",29246,"M",8,1,21,31,28
"646",29253,"M",7,8,21,31,3
"647",29330,"M",1,4,22,31,6
"648",29411,"F",8,28,20,31,37
"649",29447,"F",5,9,20,31,35
"650",29448,"F",11,21,19,31,43
"651",29450,"M",2,13,22,31,35
"652",29451,"F",10,5,20,31,35
"653",29460,"F",2,11,23,31,35
"654",29461,"F",2,21,23,31,35
"655",29470,"F",3,16,20,31,28
"656",29473,"M",7,5,19,31,6
"657",29477,"F",4,26,20,31,28
"658",29480,"F",11,23,19,31,28
"659",29481,"F",4,29,22,31,53
"660",29482,"F",12,2,21,31,28
"661",29483,"F",1,18,21,31,3
"662",29484,"F",9,8,20,31,53
"663",29488,"F",10,29,19,31,28
"664",29496,"F",4,13,20,31,28
"665",29497,"M",11,2,19,31,28
"666",29498,"F",1,28,22,31,28
"667",29512,"F",10,8,22,31,28
"668",29514,"F",8,24,19,31,28
"669",29523,"M",10,2,22,31,6
"670",29536,"F",1,2,22,31,17
"671",29544,"M",2,8,23,31,28
"672",29561,"M",1,10,22,31,27
"673",29562,"F",10,23,22,31,3
"674",29603,"F",12,17,22,31,53
"675",29607,"F",7,15,20,31,53
"676",29609,"F",7,2,20,31,53
"677",29610,"M",9,18,20,31,6
"678",29613,"M",7,27,20,31,6
"679",29614,"F",5,29,19,31,6
"680",29617,"F",5,14,22,31,3
"681",29621,"F",7,22,20,31,6
"682",29625,"M",4,6,22,31,6
"683",29629,"M",1,26,20,31,6
"684",29631,"M",9,21,21,31,6
"685",29633,"F",10,22,19,31,28
"686",29650,"F",1,16,20,31,3
"687",29653,"M",5,12,22,31,3
"688",29659,"M",12,12,21,31,3
"689",29661,"M",8,2,19,31,3
"690",29663,"F",7,2,21,31,3
"691",29665,"F",10,14,20,31,3
"692",29666,"F",10,23,20,31,3
"693",29667,"F",2,14,21,31,3
"694",29668,"M",7,9,19,31,3
"695",29675,"F",2,4,20,31,3
"696",29678,"M",8,13,21,31,46
"697",29679,"M",1,6,20,31,46
"698",29682,"F",4,24,22,31,46
"699",29686,"M",3,13,21,31,46
"700",29687,"M",9,10,22,31,46
"701",29736,"M",9,29,22,31,3
"702",29846,"M",2,16,22,31,3
"703",29864,"M",2,25,21,31,28
"704",29869,"F",9,18,21,31,3
"705",29891,"M",3,10,22,31,6
"706",29924,"M",3,8,22,31,3
"707",29965,"F",7,6,22,31,3
"708",29972,"M",8,20,19,31,46
"709",30014,"F",12,28,19,31,3
"710",30053,"M",2,21,20,31,3
"711",30067,"M",11,21,20,31,37
"712",30199,"F",3,25,21,31,46
"713",30200,"F",5,23,20,31,3
"714",30277,"F",3,27,23,31,27
"715",30279,"M",6,16,19,31,53
"716",30287,"F",1,16,21,31,3
"717",30295,"M",10,18,20,31,53
"718",32142,"F",2,17,25,31,35
"719",32143,"F",9,23,28,31,35
"720",32144,"M",6,2,28,31,35
"721",32145,"F",3,13,29,31,35
"722",32146,"M",7,13,27,31,35
"723",32147,"M",5,16,27,31,35
"724",32148,"F",5,4,26,31,35
"725",32149,"F",1,24,27,31,35
"726",32150,"F",4,8,25,31,35
"727",32151,"M",3,25,26,31,35
"728",32152,"F",12,8,24,31,35
"729",32153,"M",7,4,24,31,35
"730",32154,"M",12,1,23,31,35
"731",32155,"M",10,25,23,31,35
"732",32156,"F",4,20,27,31,35
"733",32157,"M",1,3,28,31,35
